type,phenomenon,dataset,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Implicit reference,CLAIRE,______: Feel as if your life is totally boring and without excitement? ,life: Feel as if your life is totally boring and without excitement? ,12,12,4.916666667,4.75,71,69,2.149900073,2.149900073,7.734565111,7.734565111,0.085400569,0.085400569
3,Implicit reference,CLAIRE,"Enjoy! Clean the cage on a regular basis, keep the food and water dishes clean and full, and handle your bird whenever possible, and you'll have a wonderful pet for many years. ","Enjoy the day! Clean the cage on a regular basis, keep the food and water dishes clean and full, and handle your bird whenever possible, and you'll have a wonderful pet for many years. ",32,34,4.53125,4.441176471,177,185,2.765004239,2.733717724,6.097236579,6.179275018,0.176745518,0.19576273
3,Implicit reference,CLAIRE,For better results repeat daily. ,For better results repeat the task daily. ,5,7,5.6,5.0,33,42,2.783760174,2.598400124,8.65951504,7.881617457,0.003827945,0.145837344
3,Implicit reference,CLAIRE,It can be helpful to turn the plant over so you can see the root system when you’re cutting. ,It can be helpful to turn the plant over so you can see the root system when you’re cutting the petals. ,19,21,3.894736842,3.952380952,93,104,2.868884256,2.859466708,5.809051011,5.969321394,0.157798358,0.190429703
3,Implicit reference,CLAIRE,4. Give yourself a timetable for changes to happen in. ,4. Give yourself a timetable for changes to happen in your life. ,10,12,4.5,4.416666667,55,65,2.703506783,2.700422319,7.602753927,6.984488689,0.118299775,0.136516594
3,Implicit reference,CLAIRE,1. Remove from your loom board. ,1. Remove # # from your loom board. ,6,8,4.333333333,3.5,32,36,2.969800145,2.986416848,8.387178534,9.040392167,0.031295534,0.023490716
3,Implicit reference,CLAIRE,3. Flip your hair upside down and put the powder in. ,3. Flip your hair upside down and put the powder in your hair. ,11,13,3.818181818,3.846153846,53,63,2.98170917,2.936061605,6.685177752,6.255636944,0.151738319,0.163409453
3,Implicit reference,CLAIRE,Most people do not know how much formula should be given to a newborn kitten and often end up overfeeding. ,Most people do not know how much formula should be given to a newborn kitten and often end up overfeeding the kitten. ,20,22,4.35,4.363636364,107,118,2.661126696,2.622218221,6.035543213,6.167938379,0.094012439,0.130920446
3,Implicit reference,CLAIRE,"While it can be tempting to throw things on top of in an effort to decorate the hutch, that can be a bit too much. ","While it can be tempting to throw things on top of the hutch in an effort to decorate the hutch, that can be a bit too much. ",25,27,3.6,3.62962963,115,125,2.610602713,2.629817327,6.202837693,6.282387494,0.16914324,0.193653346
3,Implicit reference,CLAIRE,Pressing down on the mash will help squeeze out any juice that is still trapped inside. ,Pressing down on the mash will help squeeze out any juice that is still trapped inside the tomatoes. ,16,18,4.5,4.611111111,88,101,2.89015837,2.852362995,6.558816517,6.316509793,0.104950389,0.149022549
3,Implicit reference,CLAIRE,Be careful not to rip. ,Be careful not to rip the paper. ,5,7,3.6,3.714285714,23,33,2.312506783,2.397504845,6.985935227,6.431917591,0.1278175,0.234203594
3,Implicit reference,CLAIRE,Be absolutely positive you wish to leave. ,Be absolutely positive you wish to leave this place. ,7,9,5.0,4.888888889,42,53,2.558933416,2.509170435,7.040408734,6.643897904,0.094396991,0.089265552
3,Implicit reference,CLAIRE,* Bring your identifying notes about the child to so the police can create a comprehensive missing person ’s entry. ,* Bring your identifying notes about the child to the station so the police can create a comprehensive missing person ’s entry. ,20,22,4.8,4.818181818,116,128,2.774880087,2.783981897,7.257767024,7.102231249,0.158461101,0.189631691
3,Implicit reference,CLAIRE,"Gently rub on your skin to gently exfoliate, purify, and moisturize it. ","Gently rub the thick on your skin to gently exfoliate, purify, and moisturize it. ",12,14,5.0,4.857142857,72,82,2.918755652,2.889647702,7.600654861,7.200114667,0.111724144,0.167235441
3,Implicit reference,CLAIRE,9. Continue cooking for another 3 - 4 minutes on medium heat. ,9. Continue cooking the rice for another 3 - 4 minutes on medium heat. ,12,14,4.166666667,4.071428571,62,71,3.001155725,3.021704907,8.601121039,7.922657105,0.036229021,0.102547422
3,Implicit reference,CLAIRE,* Wear your heaviest clothes on. ,* Wear your heaviest clothes on the flight. ,6,8,4.5,4.5,33,44,3.212511305,2.994383479,8.535184378,7.399989284,0.015092246,0.156582234
3,Implicit reference,CLAIRE,"Put the socks on, and let your hands soak it all in for 10 - 20 minutes. ","Put the socks on the floor, and let your hands soak it all in for 10 - 20 minutes. ",17,19,3.294117647,3.368421053,73,83,2.693537392,2.656322929,7.554577443,7.179822344,0.146568999,0.192304073
3,Implicit reference,CLAIRE,* Ask about their overall experience. ,* Ask past clients about their overall experience. ,6,8,5.333333333,5.375,38,51,2.663133479,2.589383479,8.6022412,8.674185034,0.015083871,0.012117414
3,Implicit reference,CLAIRE,"2. The night before, write down the answers to the test in the layers of your skirt. ","2. The night before the test, write down the answers to the test in the layers of your skirt. ",17,19,4.0,3.947368421,85,94,2.781623632,2.667242197,6.701784024,6.493078337,0.269334775,0.294246712
3,Implicit reference,CLAIRE,"If you are unsure whether you have the latest version, update, going through these steps will not hurt. ","If you are unsure whether you have the latest version, update, going through these steps will not hurt your download. ",18,20,4.777777778,4.9,104,118,2.68472599,2.715253391,7.2534963,6.93319537,0.092208848,0.087472351
3,Implicit reference,CLAIRE,2. Understand How Many Students Attend. ,2. Understand How Many Students Attend the primary. ,6,8,5.666666667,5.5,40,52,3.036266957,2.835483587,11.00003307,10.12299731,7.63e-05,0.125066729
3,Implicit reference,CLAIRE,11. Click the tab in. ,11. Click the tab in the center. ,5,7,3.4,3.714285714,22,33,2.935760174,2.729828696,9.26276924,7.711849172,0.200209814,0.338160262
3,Implicit reference,CLAIRE,"Try to let your clothing hang loose and not be pressed up against by your hands, folded arms, bags, or jacket for long periods of time. ","Try to let your clothing hang loose and not be pressed up against your body by your hands, folded arms, bags, or jacket for long periods of time. ",26,28,4.230769231,4.214285714,136,146,2.751830836,2.810985777,6.708899982,6.529013341,0.101142719,0.09731221
3,Implicit reference,CLAIRE,2. Fold diagonally sideways. ,2. Fold two thirds diagonally sideways. ,4,6,6.25,5.666666667,29,40,3.122200218,3.284177971,11.00003307,9.873280056,6.13e-05,0.003246981
3,Implicit reference,CLAIRE,"If the area is thoroughly covered with, this pesticide should keep bugs away for the rest of the season. ","If the area is thoroughly covered with plant debris, this pesticide should keep bugs away for the rest of the season. ",19,21,4.526315789,4.619047619,105,118,2.446582517,2.53547942,7.626099183,7.299422975,0.221677796,0.207226815
3,Implicit reference,CLAIRE,* If you register in the state of California you will be paying this property tax as an additional fee each year. ,* If you register your name in the state of California you will be paying this property tax as an additional fee each year. ,22,24,4.181818182,4.166666667,114,124,2.866139447,2.871877826,7.510012655,7.208385517,0.123786764,0.118021496
3,Implicit reference,CLAIRE,"7. Once it's as dry as you can possibly get it, remove the towel and peel off the paper from and place it in another dry towel. ","7. Once it's as dry as you can possibly get it, remove the towel and peel off the paper from the camera and place it in another dry towel. ",27,29,3.740740741,3.793103448,128,139,2.896716103,2.918666717,5.950860608,5.884723566,0.153916498,0.177917459
3,Implicit reference,CLAIRE,This may make it painful or difficult to insert. ,This may make it painful or difficult to insert the cup. ,9,11,4.444444444,4.181818182,49,57,2.606948213,2.496593992,6.346090459,6.299869194,0.090409699,0.164959803
3,Implicit reference,CLAIRE,* Park in a shady spot and wait until the car's surface is cool to the touch. ,* Park all cars in a shady spot and wait until the car's surface is cool to the touch. ,17,19,3.588235294,3.578947368,78,87,2.53500399,2.547438673,6.925847196,6.998892127,0.23888847,0.218592791
3,Implicit reference,CLAIRE,"* If you can’t afford the filing fee, then ask for a fee waiver form and complete it. ","* If you can’t afford the filing fee, then ask the district for a fee waiver form and complete it. ",18,20,3.777777778,3.95,86,99,2.66562971,2.635066739,7.620884411,7.54748332,0.132220025,0.169217002
3,Implicit reference,CLAIRE,"If the other parent agrees to, then you will probably have to draft a new parenting plan, which you both should sign. ","If the other parent agrees to your custody, then you will probably have to draft a new parenting plan, which you both should sign. ",22,24,4.363636364,4.458333333,118,131,2.590060672,2.537555616,7.156438112,6.89559952,0.113512437,0.129624937
3,Implicit reference,CLAIRE,* Make sure to wait until your marker dries on before placing your gauge in the rain. ,* Make sure to wait until your marker dries on the tape before placing your gauge in the rain. ,17,19,4.058823529,4.0,86,95,2.674784399,2.726386041,6.76728302,6.497239912,0.132692994,0.171427278
3,Implicit reference,CLAIRE,* Keep away from small children. ,* Keep an eye away from small children. ,6,8,4.5,4.0,33,40,2.733133479,2.844850109,7.622143034,7.560361409,0.018745062,0.022546465
3,Implicit reference,CLAIRE,"Like beans, nuts are a tasty way to get additional fiber into. ","Like beans, nuts are a tasty way to get additional fiber into a person. ",12,14,4.25,4.142857143,63,72,2.635422319,2.527504845,7.968777111,7.502773024,0.088927285,0.105635038
3,Fused head,CLAIRE,This can help you get over the worries and may help you get top marks! ,This article can help you get over the worries and may help you get top marks! ,15,16,3.733333333,3.9375,71,79,2.939920058,3.026800054,5.554502547,5.745471138,0.137103183,0.129025813
3,Fused head,CLAIRE,Always clear your mind after each session and be fresh and ready for the next. ,Always clear your mind after each session and be fresh and ready for the next lecture. ,15,16,4.266666667,4.4375,79,87,2.214168928,2.23578337,6.165647876,6.051925196,0.174514273,0.164757681
3,Fused head,CLAIRE,The problem becomes that there are so many reactive opinions that flood out into cyberspace that few attain much resonance with the masses. ,The problem becomes that there are so many reactive opinions that flood out into cyberspace that few opinions attain much resonance with the masses. ,23,24,5.086956522,5.208333333,140,149,2.286904386,2.318127826,7.660480276,7.799628309,0.079662068,0.07640249
3,Fused head,CLAIRE,This will help your doctor make an informed decision and decide if the time is right to stop taking Prozac. ,This information will help your doctor make an informed decision and decide if the time is right to stop taking Prozac. ,20,21,4.4,4.714285714,108,120,2.428626696,2.449644472,6.77955812,6.799102972,0.133056655,0.128640123
3,Fused head,CLAIRE,This means you have broken the seal and can now twist off the lid. ,This sound means you have broken the seal and can now twist off the lid. ,14,15,3.785714286,3.866666667,67,73,2.866609565,2.922168928,6.227086729,6.059947613,0.20417249,0.190849175
3,Fused head,CLAIRE,This will help you. ,This article will help you. ,4,5,4.0,4.6,20,28,2.818133479,3.120506783,8.295016534,8.358013227,0.021296779,0.018610474
3,Fused head,CLAIRE,"This constant talking can become overwhelming, and many struggle with how to deal with it. ","This constant talking can become overwhelming, and many people struggle with how to deal with it. ",15,16,5.066666667,5.125,91,98,2.509253391,2.653675054,7.145075951,6.918508704,0.097665914,0.092859303
3,Fused head,CLAIRE,Losing too much at once can weaken you and cause you to injure yourself. ,Losing too much weight at once can weaken you and cause you to injure yourself. ,14,15,4.214285714,4.333333333,73,80,2.742323851,2.822168928,5.967788938,6.005269676,0.108807663,0.101814616
3,Fused head,CLAIRE,Here's how to get in touch with your inner romantic. ,Here's how to get in touch with your inner romantic person. ,10,11,4.3,4.454545455,53,60,2.544253391,2.488412174,5.980866513,6.174424103,0.117079364,0.106487087
3,Fused head,CLAIRE,"Red, blue and green are secondary colors. ","Red, blue and green color are secondary colors. ",7,8,5.0,5.0,42,48,2.821790559,2.979066739,7.714283029,7.24999765,0.096683809,0.085208672
3,Fused head,CLAIRE,The best to ignore your ex is to keep yourself busy. ,The best strategy to ignore your ex is to keep yourself busy. ,11,12,3.818181818,4.166666667,53,62,2.390230356,2.351877826,6.722588746,6.87070635,0.124344214,0.114188118
3,Fused head,CLAIRE,This may take some major rehabilitation for some individuals but putting it into the too-hard basket won't make it go away. ,This activity may take some major rehabilitation for some individuals but putting it into the too-hard basket won't make it go away. ,21,22,4.904761905,5.045454545,124,133,2.716552464,2.71670917,7.145585353,7.114876927,0.081112442,0.077581968
3,Fused head,CLAIRE,"You won't want to use candles, like you might with some traditional lanterns, because these are made of paper. ","You won't want to use candles, like you might with some traditional lanterns, because these lanterns are made of paper. ",19,20,4.842105263,5.0,111,120,2.389543936,2.421880087,7.544589713,7.71736188,0.084602036,0.080374418
3,Fused head,CLAIRE,It is recommended that the following have routine vaccinations: ,It is recommended that the following families have routine vaccinations: ,9,10,6.111111111,6.3,64,73,2.375422319,2.441506783,8.078216808,8.370398434,0.15894044,0.143250629
3,Fused head,CLAIRE,Young should get finely chopped food. ,Young sharks should get finely chopped food. ,6,7,5.333333333,5.428571429,38,45,2.608755652,2.669828696,9.695027556,9.881456915,0.007328225,0.006301729
3,Fused head,CLAIRE,Visit a local nursery or call your local agricultural extension to get figs that are suitable for your local. ,Visit a local nursery or call your local agricultural extension to get figs that are suitable for your local areas. ,19,20,4.789473684,4.8,110,116,2.568357941,2.591940044,7.057293014,7.143928363,0.093500801,0.089410877
3,Fused head,CLAIRE,"As a general rule, sperm health in sperm donors needs to be better than average because some die or lose their motility in the freezing and thawing processes. ","As a general rule, sperm health in sperm donors needs to be better than average because some sperm die or lose their motility in the freezing and thawing processes. ",28,29,4.678571429,4.689655172,159,165,2.569200062,2.646813853,7.149883193,7.287473428,0.127537511,0.123148526
3,Fused head,CLAIRE,"Do this with force, and the can should be smashed. ","Do this part with force, and the can should be smashed. ",10,11,4.1,4.090909091,51,56,2.412880087,2.492618261,7.135797927,6.951634479,0.201390639,0.184271931
3,Fused head,CLAIRE,This applies to every human being. ,This fact applies to every human being. ,6,7,4.833333333,4.714285714,35,40,2.978133479,2.941257267,7.663127034,7.492680315,0.090098223,0.077806285
3,Fused head,CLAIRE,This may continue throughout your treatment because cysts may have developed as a result of your last Clomid cycle. ,This method may continue throughout your treatment because cysts may have developed as a result of your last Clomid cycle. ,19,20,5.105263158,5.15,116,123,2.485859726,2.482066739,7.127193232,7.32833357,0.074907789,0.071344799
3,Fused head,CLAIRE,"This is far from the simplest recipe for English muffins, but it is by far the best I have ever found. ","This is far from the simplest recipe for English muffins, but it is by far the best tasting I have ever found. ",21,22,3.904761905,4.045454545,103,111,2.387206418,2.442333399,6.751625689,6.944735115,0.150900264,0.144048241
3,Fused head,CLAIRE,"This will include the author’s or creator’s name(s), the title of the work, and the date of its creation. ","This document will include the author’s or creator’s name(s), the title of the work, and the date of its creation. ",19,20,4.578947368,4.75,106,115,2.35566325,2.458380087,7.205570499,7.338291974,0.312107085,0.296715045
3,Fused head,CLAIRE,This may be necessary even if you are not yet approaching your due date. ,This step may be necessary even if you are not yet approaching your due date. ,14,15,4.214285714,4.2,73,78,2.46089528,2.599502261,7.204392162,6.998099351,0.046313918,0.04347456
3,Fused head,CLAIRE,5. Keep repeating this if you want to earn even more. ,5. Keep repeating this if you want to earn even more cash. ,11,12,3.909090909,3.916666667,54,59,2.567733439,2.551255652,7.335420752,7.039241022,0.078702064,0.077707692
3,Fused head,CLAIRE,"If you do not do this, you run the risk of an electrical shock or other. ","If you do not do this, you run the risk of an electrical shock or other risks. ",16,17,3.5625,3.647058824,73,79,2.746175054,2.704635345,6.508503329,6.439179604,0.138278825,0.132632591
3,Fused head,CLAIRE,These would probably be your safest bets in terms of not being extradited back to the United States. ,These locations would probably be your safest bets in terms of not being extradited back to the United States. ,18,19,4.611111111,4.842105263,101,111,2.461881594,2.492112403,7.435610697,7.623211874,0.157623591,0.149460628
3,Fused head,CLAIRE,"Some attach directly to faucets, while others act as filters for pitchers. ","Some filters attach directly to faucets, while others act as filters for pitchers. ",12,13,5.25,5.384615385,75,83,2.450111232,2.495200134,8.359899784,8.562986959,0.075228934,0.069497091
3,Fused head,CLAIRE,3. Keep more to yourself. ,3. Keep more opinions to yourself. ,5,6,4.2,4.833333333,26,35,2.605760174,2.677511305,8.14662784,8.622195378,0.118318929,0.098837809
3,Fused head,CLAIRE,"* Unlike Dauphinoise potatoes, these need to be tender. ","* Unlike Dauphinoise potatoes, these potatoes need to be tender. ",9,10,5.222222222,5.5,56,65,2.477926087,2.533760174,8.227349037,8.50461744,0.073982859,0.066607016
3,Fused head,CLAIRE,Look at each of your quotes. ,Look at each one of your quotes. ,6,7,3.833333333,3.714285714,29,33,2.368755652,2.597504845,6.606695689,6.123896305,0.128449303,0.116234202
3,Fused head,CLAIRE,"As you begin your weight loss plan, it's a good idea to keep a journal in order to track the amount of food you eat each. ","As you begin your weight loss plan, it's a good idea to keep a journal in order to track the amount of food you eat each day. ",26,27,3.692307692,3.666666667,122,126,2.802887224,2.774261771,5.667356241,5.64091838,0.161071664,0.155651766
3,Fused head,CLAIRE,Both went onto other TV game show and TV entertainment venue projects. ,Both hosts went onto other TV game show and TV entertainment venue projects. ,12,13,4.916666667,4.923076923,71,77,2.945422319,2.952410368,8.826673367,8.993854882,0.05286878,0.04884261
3,Fused head,CLAIRE,"For more information on these tags, visit this . ","For more information on these tags, visit this list . ",9,10,4.444444444,4.4,49,54,2.854311208,3.011880087,7.235871578,7.07028442,0.048936165,0.046085225
3,Fused head,CLAIRE,This is a comprehensive test that must be passed before you can earn your license. ,This exam is a comprehensive test that must be passed before you can earn your license. ,15,16,4.533333333,4.5,83,88,2.587253391,2.705550054,7.126933351,7.194625017,0.076954696,0.072194647
3,Fused head,CLAIRE,"For some with esophageal diverticulum, swallowing can be painful or difficult. ","For some men with esophageal diverticulum, swallowing can be painful or difficult. ",11,12,6.181818182,5.916666667,79,83,2.88864253,3.043755652,8.10479057,8.346060778,0.039205981,0.036565759
3,Fused head,CLAIRE,White males with dark hair are best able to pull this off. ,White males with dark hair are best able to pull this show off. ,12,13,3.916666667,3.923076923,59,64,2.830733406,2.918369298,6.742203606,6.701264867,0.077676852,0.072524748
3,Fused head,CLAIRE,"Thousands of teenagers have used this strategy to achieve better grades in school, get into their first choice college or university, improve their sports performance, enhance their relationships, make more money, advance their careers, and become an Unstoppable ","Thousands of teenagers have used this strategy to achieve better grades in school, get into their first choice college or university, improve their sports performance, enhance their relationships, make more money, advance their careers, and become an Unstoppable music ",38,39,5.921052632,5.897435897,263,269,2.596386041,2.640324861,7.456572181,7.36307033,0.072565632,0.071163835
3,Fused head,CLAIRE,The only you can control is your reactions. ,The only information you can control is your reactions. ,8,9,4.5,5.222222222,44,56,2.879066739,2.878059324,7.247586525,7.241188022,0.064225259,0.061567951
3,Fused head,CLAIRE,"Due to this, you should always protect your beard as much as possible with a scarf. ","Due to this information, you should always protect your beard as much as possible with a scarf. ",16,17,4.25,4.647058824,84,96,2.348050054,2.335811816,6.608638329,6.510025486,0.094268181,0.096931466
3,Fused head,CLAIRE,"If you put in too much, it makes your hair look crunchy and wet. ","If you put in too much juice, it makes your hair look crunchy and wet. ",14,15,3.642857143,3.733333333,65,71,2.992504845,2.905671189,6.184609019,6.077671018,0.092486892,0.087019369
3,Fused head,CLAIRE,Do you simply have a skill that not many have (e.g. calligraphy)? ,Do you simply have a skill that not many experts have (e.g. calligraphy)? ,12,13,4.5,4.692307692,66,74,2.419066739,2.466543679,6.3678706,6.72419079,0.077950403,0.07206036
3,Fused head,CLAIRE,This should take a little over an hour to cool in your freezer. ,This kit should take a little over an hour to cool in your freezer. ,13,14,3.923076923,3.857142857,64,68,2.558656455,2.695180994,6.38101979,6.393089805,0.115413295,0.107354617
3,Fused head,CLAIRE,"He may spook, flip over (yes, this happens), or refuse a jump, in which case he will not go over, but you will. ","He may spook, flip over (yes, this phenomenon happens), or refuse a jump, in which case he will not go over, but you will. ",23,24,3.869565217,4.125,112,123,2.846255161,2.821827862,6.921282194,7.130395436,0.065738154,0.063009945
3,Fused head,CLAIRE,Find the page of articles that need new . ,Find the page of articles that need new sections . ,9,10,3.666666667,4.1,42,51,2.572088986,2.618506783,6.722380689,7.150145927,0.205528266,0.185151664
3,Fused head,CLAIRE,Pick out a few to use for this project. ,Pick out a few ingredients to use for this project. ,9,10,3.444444444,4.2,40,52,2.315837102,2.500253391,5.771607126,5.863759913,0.153586504,0.138285851
3,Fused head,CLAIRE,Many notice a welcome difference in skin and hair after a visit. ,Many men notice a welcome difference in skin and hair after a visit. ,12,13,4.416666667,4.307692308,65,69,2.74271116,2.897117993,5.704165595,6.111540016,0.145492008,0.134879032
3,Fused head,CLAIRE,It should look like this. ,It should look like this outline. ,5,6,4.2,4.666666667,26,34,2.490506783,2.432088986,8.14709004,7.611278367,0.009502007,0.031175676
3,Fused head,CLAIRE,This prevents small objects from wrinkling the clothing on the hangers. ,This mechanism prevents small objects from wrinkling the clothing on the hangers. ,11,12,5.545454545,5.833333333,72,82,2.798303162,2.870944565,7.168610758,7.455393195,0.206767223,0.189600633
3,Fused head,CLAIRE,The caption should contain the following: ,The caption should contain the following references: ,6,7,6.0,6.571428571,42,53,2.617088986,2.647504845,8.9673077,8.573558029,0.169834172,0.146934967
3,Fused head,CLAIRE,"If you experience any of these, call your doctor. ","If you experience any of these difficulties, call your doctor. ",9,10,4.555555556,5.3,50,63,2.753200097,2.680880087,7.298182911,7.21078462,0.092511393,0.085598633
3,Fused head,CLAIRE,This is suitable for wood furniture. ,This plant is suitable for wood furniture. ,6,7,5.166666667,5.142857143,37,43,2.678755652,2.976076273,8.624802034,7.956973172,0.077185758,0.066488009
3,Fused head,CLAIRE,These will give you a solid foundation for your architecture courses in college. ,These abilities will give you a solid foundation for your architecture courses in college. ,13,14,5.230769231,5.5,81,91,2.992215452,2.995361988,7.154969708,7.429617091,0.100589959,0.09342836
3,Fused head,CLAIRE,These contain vitamin B which helps prevent migraines. ,These changes contain vitamin B which helps prevent migraines. ,8,9,5.875,6.0,55,63,2.905633479,2.920148309,9.060523409,9.276024482,0.004999925,0.005071448
3,Fused head,CLAIRE,"Some will come to your home for pickup, while others will have you mail books. ","Some clubs will come to your home for pickup, while others will have you mail books. ",15,16,4.266666667,4.3125,79,85,2.822337855,2.835708424,6.564521351,6.841740834,0.084975597,0.079758853
3,Fused head,CLAIRE,The most important is to know the fibre content. ,The most important importance is to know the fibre content. ,9,10,4.444444444,5.0,49,60,2.208755652,2.162880087,8.136187593,8.002568834,0.196163346,0.176661344
3,Fused head,CLAIRE,This is a usual practice for them and they expect all other employees in the company to follow suit. ,This result is a usual practice for them and they expect all other employees in the company to follow suit. ,19,20,4.315789474,4.4,101,108,2.381515835,2.404940044,6.452720225,6.541084213,0.185029187,0.176053112
3,Fused head,CLAIRE,"Some have programs in order, such as a hotline you can call to report water waste (e.g. a leaky sprinkler). ","Some agencies have programs in order, such as a hotline you can call to report water waste (e.g. a leaky sprinkler). ",20,21,4.4,4.571428571,108,117,2.951566739,2.955600083,6.503941767,6.718041353,0.10394341,0.099089659
3,Fused head,CLAIRE,Some offer weekly group phone counseling sessions at no additional cost. ,Some plans offer weekly group phone counseling sessions at no additional cost. ,11,12,5.636363636,5.583333333,73,79,3.092957629,3.088233406,7.607517746,7.890227356,0.016231673,0.015157446
3,Fused head,CLAIRE,Don't let another rule your life. ,Don't let another entity rule your life. ,6,7,4.666666667,4.857142857,34,41,2.660422319,2.663219131,6.733414522,7.128641019,0.017714973,0.015292431
3,Fused head,CLAIRE,"But as you grew, you probably stopped drinking as much. ","But as you grew, you probably stopped drinking as much milk. ",10,11,4.6,4.545454545,56,61,2.910880087,2.799890988,8.69013484,8.316535219,0.045761284,0.042553354
3,Fused head,CLAIRE,"If you're used to a bike that needed you to pedal backwards to brake, this can take some getting used to. ","If you're used to a bike that needed you to pedal backwards to brake, this can take some changes getting used to. ",21,22,4.047619048,4.181818182,106,114,2.815777847,2.825800079,7.064755407,7.243631664,0.119838222,0.114647559
3,Fused head,CLAIRE,2. Place one hand on your chest and the other on your stomach. ,2. Place one hand on your chest and the other thing on your stomach. ,13,14,3.846153846,3.928571429,63,69,2.996830836,3.009200062,5.700992169,5.6209213,0.1658119,0.154269061
3,Fused head,CLAIRE,This will help the seeds stick in the ground and encourage germination. ,This drainage will help the seeds stick in the ground and encourage germination. ,12,13,5.0,5.230769231,72,81,2.804900073,2.893753913,6.47356885,6.809448169,0.251506908,0.232180475
3,Fused head,CLAIRE,"This includes fever, chills, nausea, pain and headaches. ","This result includes fever, chills, nausea, pain and headaches. ",8,9,6.125,6.111111111,57,64,2.904700218,2.898622416,9.353760051,9.227786712,0.071107765,0.063818868
3,Fused head,CLAIRE,This voids the warranty. ,This rule voids the warranty. ,4,5,5.25,5.0,25,30,2.634700218,2.621760174,9.245961551,8.34076924,0.250043213,0.2005352
3,Fused head,CLAIRE,Some may think it's a trap to be caught doing something wrong. ,Some soldiers may think it's a trap to be caught doing something wrong. ,12,13,4.25,4.538461538,63,72,2.619066739,2.651159064,6.978007439,7.287394026,0.089708636,0.082861753
3,Fused head,CLAIRE,Or maybe you would like to breed your own. ,Or maybe you would like to breed your own chickens. ,9,10,3.777777778,4.2,43,52,2.386948213,2.344253391,6.317726126,6.206883713,0.088134495,0.080323869
3,Fused head,CLAIRE,"5 Take an attractive plate , place the baby salt rusk in a circular ","5 Take an attractive plate , place the baby salt rusk in a circular bowl ",14,15,3.857142857,3.866666667,68,73,3.147504845,3.262337855,7.205901019,7.009507618,0.131578695,0.122870518
3,Fused head,CLAIRE,Many do this and go full time to community college or trade school or internship. ,Many students do this and go full time to community college or trade school or internship. ,15,16,4.466666667,4.6875,82,91,2.866835594,2.877425054,5.738076542,6.066948825,0.106720657,0.100603873
3,Fused head,CLAIRE,This diverts some of the water from the pump straight back into the fish tank. ,This pump diverts some of the water from the pump straight back into the fish tank. ,15,16,4.266666667,4.25,79,84,2.872586725,2.962425054,5.992759547,5.996962075,0.249655986,0.234102852
3,Fused head,CLAIRE,This should give you all of the relevant information on your car title. ,This result should give you all of the relevant information on your car title. ,13,14,4.538461538,4.642857143,72,79,2.69327184,2.704466708,6.418003785,6.5467178,0.162610522,0.151388891
3,Fused head,CLAIRE,A method to disable both simultaneously is also provided. ,A method to disable both properties simultaneously is also provided. ,9,10,5.444444444,5.9,58,69,2.479170435,2.534880087,8.840179252,9.056164634,0.085443572,0.077161782
3,Fused head,CLAIRE,This is optional. ,This step is optional. ,3,4,5.0,4.75,18,23,2.554177971,3.050633479,11.00003307,9.277524801,0.067849569,0.051818062
3,Fused head,CLAIRE,You should gather these ahead of time since you will need to include them with your application. ,You should gather these plans ahead of time since you will need to include them with your application. ,17,18,4.705882353,4.722222222,97,103,2.434266701,2.46771116,6.308167188,6.568826404,0.096354582,0.091187158
3,Fused head,CLAIRE,"This is so well documented, in fact, that some major retailers try to identify and target pregnant women because they’re at a critical transition point in life, making them great candidates for developing new shopping habits. ","This notion is so well documented, in fact, that some major retailers try to identify and target pregnant women because they’re at a critical transition point in life, making them great candidates for developing new shopping habits. ",36,37,5.277777778,5.297297297,226,233,2.584796377,2.567099178,7.294750272,7.39786513,0.087414079,0.085060157
3,Fused head,CLAIRE,"On top of each, draw a triangle. ","On top of each tube, draw a triangle. ",7,8,3.714285714,3.75,33,38,2.876971553,2.771100109,6.920293029,6.67444815,0.140445787,0.124731863
3,Fused head,CLAIRE,Construction branching is the process of creating a new construction by adding a word or two to the original. ,Construction branching is the process of creating a new construction by adding a word or two to the original target. ,19,20,4.789473684,4.85,110,117,2.423424623,2.405753391,6.818931916,6.86148532,0.233852275,0.22240485
3,Fused head,CLAIRE,Read on to learn how to start a convenience store of your own ,Read on to learn how to start a convenience store of your own magazine ,13,14,3.769230769,4.071428571,62,71,2.280482074,2.474733354,5.289182621,5.332098148,0.178776968,0.166284257
3,Fused head,CLAIRE,Trim your nails so that an anti-fungal can penetrate the nail. ,Trim your nails so that an anti-fungal product can penetrate the nail. ,11,12,4.727272727,4.916666667,63,71,2.583187984,2.715422319,8.082659849,8.079938195,0.125871755,0.116820024
3,Fused head,CLAIRE,Yoga is recommended by most. ,Yoga is recommended by most men. ,5,6,4.8,4.5,29,33,2.449760174,2.438133479,9.882383454,10.06865839,0.070123358,0.06143444
3,Fused head,CLAIRE,To disable this: ,To disable this asset: ,3,4,4.666666667,4.75,17,23,3.164177971,2.908133479,10.35002204,8.995571534,0.000160434,0.035006331
